ROWNO,SITE_ID,SITE_NAME,MSR_DATE,M01,M02,M03,M04,M05,M06,M07,M08,M09,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81,M82,M83,M84,M85,M86,M87,M88,M89,M90,M91,M92,M93,M94,M95,M96,M97,M98,M99,M100 
119366,S02011,안동,2012-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117703,S02017,상동,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117704,S02018,봉화,2012-08-10,,,,,,1.2,,,,,,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.1,0.1,2.19,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,8.3,339,7.2,33.7,0.001,0,0,0.012,,,,,,,0,,,,,,,,,,,,,,,,
117705,S02019,구미,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117706,S02020,신암,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117707,S02021,도개,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117708,S02022,회상,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117709,S02106,(구)청암,2012-08-10,,,,,,3.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0.069,,,241,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,8.9,189,8.9,10.8,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,
117710,S03002,갑천,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117711,S03003,대청호,2012-08-10,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,0.01,24.1,,,,,,,,,29.2,10.1,148,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,
117712,S03004,공주,2012-08-10,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,288,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,7.5,273,8.1,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
117713,S03005,부여,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117714,S03006,미호천,2012-08-10,,,,,,4.5,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,,,,,,,,,,,,28.4,7.8,480,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
117715,S03007,장계,2012-08-10,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,1.479,0.031,9.8,,,,,,,,,29.9,8.9,132,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117723,S04001,주암호,2012-08-10,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,0.73,0.021,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3,8.9,74,8.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
117724,S04002,나주,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117725,S04003,서창교,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117726,S04004,옥정호,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,1.874,0.026,38.4,,,,,,,,,29.7,9.3,130,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117727,S04005,용봉,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117728,S04006,구례,2012-08-10,,,,,,2.2,,,,,,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,1.197,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,6.9,147,6.8,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
117729,S04007,탐진호,2012-08-10,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,0.954,0.018,4.3,,,,,,,,,25.5,9,72,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
117716,S03008,용담호,2012-08-10,,,,,,2,,,,,,,,,,,,,,,,,,,,,1.5,0.01,4.7,,,,,,,,,28.4,8.8,88,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117717,S03009,현도,2012-08-10,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,1.925,0.008,,,,,,,,0.017,1.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,6.8,137,3.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
117718,S03010,옥천천,2012-08-10,,,,,,3,,,,,,,,,,,,,,,,,,,,,2.475,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,7.6,326,6.6,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
117719,S03011,이원,2012-08-10,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,1.466,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,7.9,130,7.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
117720,S03012,봉황천,2012-08-10,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,2.136,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,7.2,262,5.4,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
117721,S03013,남면,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117722,S03104,(구)공주,2012-08-10,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,288,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,7.5,273,8.1,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
118192,S04008,동복호,2012-08-10,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,1.08,0.005,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.8,9,82,10,1.7,,,,,,,,,,,,,,0,,,,,,,,,,,,,
119514,S01001,가평,2012-08-10,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,2.152,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8,7.1,104,7.1,5.1,,,,,,,,,,,0,,,,,,,,,,,,,,,,
119515,S01002,흥천,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119516,S01003,경안천,2012-08-10,,,,,,3.4,,,,,,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,,,,,,,,,,,,29.4,8.1,367,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119517,S01004,구리,2012-08-10,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,7.8,164,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119518,S01005,여주,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119519,S01006,원주,2012-08-10,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,7.6,189,4.8,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
119520,S01007,평창강,2012-08-10,,28.3,8,224,6.3,1.1,0,,,,,,,,,,,,,,,,,,,,1.966,0.015,,,,,,,,,,28.3,8,224,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119521,S01009,한탄강,2012-08-10,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,332,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,8,265,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119522,S01010,서상,2012-08-10,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,2.243,0.013,,,,,,,,,,21.8,8.4,101,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8,8.4,101,6.8,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
119523,S01011,강천,2012-08-10,,,,,,2.8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,28.7,7.6,249,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119524,S01012,의암호,2012-08-10,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,1.213,0.011,,,,,,,,,,25.5,8.6,103,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119525,S01014,충주,2012-08-10,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2.638,0.019,4,,,,,,,,,18.1,7.2,179,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119526,S01015,인제,2012-08-10,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.523,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,7.3,91,8.2,2.6,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
120019,S01016,미산,2012-08-10,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,1.865,0.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,8.2,333,8.2,4.3,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
120020,S01017,포천,2012-08-10,,,,,,5.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.635,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,7.5,882,5.7,7.8,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,,
120021,S01018,단양,2012-08-10,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,1.98,0.022,,,,,,,,,,26.9,8,267,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120022,S01019,화천,2012-08-10,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,1.546,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,7.3,109,8.9,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
120023,S01020,능서,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120024,S01021,달천,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120025,S02001,성서,2012-08-10,,,,,,5.6,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,28,6.4,751,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.002,0,,,,,,,,,,,,,,,,,,,,,,,
120026,S02002,고령,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120027,S02003,왜관,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120028,S02004,강창,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120029,S02005,적포,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120030,S02006,청암,2012-08-10,,,,,,3.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84,0.069,,,241,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,8.9,189,8.9,10.8,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,
120031,S02007,칠서,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120032,S02008,창암,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120033,S02009,다산,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120034,S02010,남천,2012-08-10,,,,,,3.5,,,,,,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,,,,,,,,,,,,26.3,6.6,437,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120035,S02011,안동,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117699,S02012,해평,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117700,S02013,진주,2012-08-10,,,,,,2.4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,27.9,7.4,111,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117701,S02014,풍양,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117702,S02015,칠곡,2012-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118193,S01001,가평,2012-08-11,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,2.114,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,7,100,7,4.1,,,,,,,,,,,0,,,,,,,,,,,,,,,,
118903,S04008,동복호,2012-08-11,,,,,,2,,,,,,,,,,,,,,,,,,,,,1.176,0.004,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,8.8,80,9.9,2.8,,,,,,,,,,,,,,0,,,,,,,,,,,,,
118195,S01003,경안천,2012-08-11,,,,,,3.5,,,,,,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,,,,,,,,,,,,28.3,8.3,371,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118196,S01004,구리,2012-08-11,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,7.4,151,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118197,S01005,여주,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118198,S01006,원주,2012-08-11,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.1,8,200,7.9,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
118199,S01007,평창강,2012-08-11,,27.6,7.9,228,6.4,1.3,0,,,,,,,,,,,,,,,,,,,,1.948,0.015,,,,,,,,,,27.6,7.9,228,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118200,S01009,한탄강,2012-08-11,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,247,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,7.8,295,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118201,S01010,서상,2012-08-11,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,2.088,0.012,,,,,,,,,,22.3,8.3,101,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3,8.3,101,7.6,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
118202,S01011,강천,2012-08-11,,,,,,2.7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,28,7.3,256,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118203,S01012,의암호,2012-08-11,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,1.216,0.01,,,,,,,,,,25.3,8.8,105,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118204,S01014,충주,2012-08-11,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2.678,0.021,4.1,,,,,,,,,18.1,7.3,177,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118205,S01015,인제,2012-08-11,,,,,,1,,,,,,,,,,,,,,,,,,,,,1.477,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,7.4,92,8.5,2.4,,,,,,,,,,,0,,,,,,,,,,,,,,,,
118206,S01016,미산,2012-08-11,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,2.095,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,8.1,406,8.5,5.6,,,,,,,,,,,0,,,,,,,,,,,,,,,,
118306,S01017,포천,2012-08-11,,,,,,5.4,,,,,,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,3.084,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,7.3,880,6,8.6,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,
118307,S01018,단양,2012-08-11,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,2.05,0.028,,,,,,,,,,26.4,8,266,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118308,S01019,화천,2012-08-11,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,1.534,0.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,7.4,109,9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
118309,S01020,능서,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118310,S01021,달천,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118311,S02001,성서,2012-08-11,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,28.3,6.4,751,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.002,0,,,,,,,,,,,,,,,,,,,,,,,
118312,S02002,고령,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118313,S02003,왜관,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118314,S02004,강창,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118315,S02005,적포,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118316,S02006,청암,2012-08-11,,,,,,4,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.736,0.071,,,212,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9,9.4,196,10.6,16.8,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,,
118317,S02007,칠서,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118318,S02008,창암,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118319,S02009,다산,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118320,S02010,남천,2012-08-11,,,,,,4.1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,26.7,6.6,413,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118321,S02011,안동,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118322,S02012,해평,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118323,S02013,진주,2012-08-11,,,,,,2.3,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,27.9,7.7,103,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118324,S02014,풍양,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118325,S02015,칠곡,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118326,S02017,상동,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118327,S02018,봉화,2012-08-11,,,,,,1.1,,,,,,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0.1,0,2.226,0.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6,8.3,335,6.6,33.7,0.001,0,0,0.015,,,,,,,0,,,,,,,,,,,,,,,,
118328,S02019,구미,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118329,S02020,신암,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118330,S02021,도개,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118331,S02022,회상,2012-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
